source;price;price_per_meter;area;rooms;floor;market_type;furnished;description;district;date;url;title;building_type;year_built;rent;finish_status;ownership;heating;elevator;ad_id;external_id
otodom;389000;15189;25.61;1;2/2;pierwotny;Nie;"<ul><li>1-pokojowe mieszkanie<strong> numer 38</strong>  na 2. piętrze w Inwestycji Apartamenty Przyjaciół Dewelopera Novisa Development</li><li>Trasa rowerowa wzdłuż Kanału Żerańskiego (5 minut rowerem)</li><li>Las (20 minut spacerem)</li><li>Przystanek autobusowy (1 minuta spacerem)</li><li>Stacja SKM ""Warszawa Płudy"" (3 minuty samochodem)</li><li>Biedronka (3 minuty samochodem), Lidl (5 minut samochodem)</li><li>Galeria Północna, Cinema City (11 minut samochodem)</li><li>CH Targówek, Multikino (11 minut samochodem)</li></ul><br/><strong>Apartamenty Przyjaciół - poznaj inwestycję</strong><br/><p><strong>Na zielonej Białołęce</strong>, przy ulicach Cieślewskich i Innej, powstaje kameralna inwestycja – <strong>Apartamenty Przyjaciół</strong>. To idealne miejsce dla tych, którzy pragną zamieszkać blisko natury, a jednocześnie cenią łatwy dostęp do miejskich udogodnień. Otoczone domkami jednorodzinnymi i segmentami, apartamenty oferują ciszę i spokój, zaledwie 26 minut samochodem od centrum Warszawy.</p><p>W inwestycji znajdziesz kawalerki oraz mieszkania dwu- i trzypokojowe, o metrażach od 25 do 66 m². Lokale na parterze będą miały dostęp do <strong>prywatnych ogródków</strong>, a te na wyższych piętrach – <strong>loggie, balkony i tarasy</strong>, zapewniając mieszkańcom dodatkową przestrzeń do relaksu. W budynku znajdzie się cichobieżna winda oraz 47 miejsc parkingowych w garażu podziemnym i 5 miejsc zewnętrznych</p><p>Dwupiętrowy budynek w kształcie litery ""L"" wpisuje się w niską, okoliczną zabudowę, a jego elegancka forma z <strong>wewnętrznym dziedzińcem</strong> podkreśla kameralny charakter osiedla. Duże okna, w tym balkonowe i tarasowe, wprowadzają do wnętrz dużo naturalnego światła, nadając przestrzeni lekkości i komfortu.</p><p>Apartamenty położone są <strong>w pobliżu sosnowego lasu</strong>, oferując idealne miejsce na spacery i relaks. Przystanek autobusowy Ogrody Przyjaciół znajduje się zaledwie 150 m od osiedla, a stacja SKM Warszawa Płudy jest oddalona o 3 minuty jazdy, co zapewnia szybki dojazd do centrum miasta.</p><p>W okolicy dostępne są szkoły, przedszkola, sklepy, stadnina koni, korty tenisowe, a także lokalne sklepy i <strong>Centrum Handlowe Marywilska 44.</strong> Zakupy można zrobić w pobliskiej Biedronce, a do Galerii Północnej dojedziesz w 10 minut.</p><p>Zamieszkaj w Apartamentach Przyjaciół i ciesz się spokojem w bliskim sąsiedztwie natury!</p><br/><strong>Apartamenty Przyjaciół - lokalizacja</strong><br/><br/>Białołęka, ul. Inna<br/><ul><li>11,5 km do centrum</li><li>2 min. spacerem do przystanku autobusowego</li><li>6 min. samochodem do stacji SKM</li><li>6 min. samochodem do stacji kolejowej</li><li>dojazd do centrum: 15 min samochodem</li></ul>Istotne punkty w okolicy inwestycji<ul><li>Przystanek autobusowy (110 m, 2 minuty spacerem)</li><li>Poczta (974 m, 14 minut spacerem)</li></ul><br/>";białołęka;2025-01-14;https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-bez-prowizji-ID4ulSH;1-pokojowe mieszkanie 25m2 Bez Prowizji;;2025;;to_completion;full_ownership;;Nie;66339299;b34a51ad-25cd-44a8-8f96-d88a6dc20e01
otodom;1269000;17496;72.53;3;parter;pierwotny;Nie;<ul><li>3-pokojowe mieszkanie<strong> numer 2</strong>  na parterze w budynku 1 w Inwestycji Slow Wilanów Dewelopera Novisa Development</li><li>Ponadstandardowa wysokość pomieszczeń</li><li>Ścieżka pieszo-rowerowa na Wale Zawadowskim (3 minuty rowerem)</li><li>Las Kabacki, Park Kultury w Powsinie (12 minut samochodem)</li><li>Przystanek autobusowy (4 minuty spacerem)</li><li>Lidl (6 minut samochodem)</li><li>Sadyba Best Mall, Cinema City (18 minut samochodem)</li><li>Wjazd na Południową Obwodnicę Warszawy (4 minuty samochodem)</li></ul><br/><strong>Slow Wilanów - poznaj inwestycję</strong><br/><p><strong>Slow Wilanów</strong> to <strong>kameralne osiedle położone w malowniczej, zielonej części Wilanowa</strong>, stworzonego z myślą o harmonijnym i komfortowym życiu przyszłych mieszkańców. Osiedle składa się z 14 eleganckich budynków, z których każdy oferuje dwa narożne lokale o powierzchniach <strong>od 72 do 100 m²</strong>. Każdy lokal posiada <strong>prywatny ogród</strong> o powierzchni od 68 do 236 m², co pozwoli Ci na codzienny relaks na świeżym powietrzu w zaciszu własnej przestrzeni. </p><p>Architektura budynków łączy <strong>nowoczesność z elementami tradycyjnego budownictwa</strong>, oferując elewacje w klasycznej bieli, wzbogacone akcentami o wzorze cegły.<strong> Duże przeszklenia i ponadstandardowa wysokość pomieszczeń </strong>zapewnią doskonałe doświetlenie wnętrz, potęgując wrażenie przestronności.</p><p><strong>Lokalizacja osiedla gwarantuje ciszę i bliskość natury</strong>, otoczone eleganckimi willami i domami jednorodzinnymi. Okolica obfituje w <strong>parki, lasy i rezerwaty przyrody</strong>, co czyni ją idealnym miejscem dla miłośników spacerów, biegania czy jazdy na rowerze. Będziesz mieć również dostęp do licznych udogodnień – w pobliżu znajdują się<strong> sklepy, restauracje</strong>, pizzerie, puby, a także przychodnie, apteki i paczkomaty, dzięki czemu codzienne sprawy załatwisz w ciągu kilku minut.</p><p><strong>Najbliższe żłobki, przedszkola i szkoły są oddalone o kilka minut jazdy</strong>, a Twoje dzieci mogą spędzać wolny czas na pobliskich placach zabaw, w salach zabaw czy w centrach kultury. Amatorzy sportu znajdą w okolicy wiele możliwości aktywnego spędzania czasu: <strong>od boisk i kortów tenisowych, po pole golfowe i kluby jeździeckie</strong>. To doskonała opcja dla Ciebie, jeśli chcesz utrzymać formę bez rezygnowania z życia w otoczeniu natury.</p><p>Osiedle Slow Wilanów jest <strong>świetnie skomunikowane </strong>– zaledwie 4 minuty jazdy dzielą Cię od obwodnicy, a najbliższy <strong>przystanek autobusowy znajduje się w odległości krótkiego spaceru</strong>. Do centrum miasta dotrzesz w około 20 minut, co pozwoli Ci cieszyć się zarówno spokojem życia na obrzeżach, jak i łatwym dostępem do atrakcji stolicy.</p><br/><strong>Slow Wilanów - lokalizacja</strong><br/><br/>Wilanów, ul. Gratyny<br/><ul><li>12,6 km do centrum</li><li>5 min. spacerem do przystanku autobusowego</li><li>dojazd do centrum: 31 min samochodem</li></ul>Istotne punkty w okolicy inwestycji<ul><li>Przystanek autobusowy (354 m, 5 minut spacerem)</li><li>Restauracja (589 m, 8 minut spacerem)</li><li>Weterynarz (793 m, 10 minut spacerem)</li></ul><br/>;wilanów;2025-01-14;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-72m2-ogrodek-bez-prowizji-ID4ulPA;3-pokojowe mieszkanie 72m2 + ogródek Bez Prowizji;;2026;;to_completion;full_ownership;;Nie;66339106;aaf812c3-d463-48b8-b7f4-1657f85e9136
otodom;699000;11722;59.63;3;9/10;wtórny;Nie;<p>Na sprzedaż 3 pokojowe mieszkanie do remontu o powierzchni 59,63 m2 położone na 9 piętrze bloku przy ulicy Conrada na warszawskich Bielanach. Lokal wymaga remontu, co daje możliwość aranżacji według własnych potrzeb.</p><p>Do mieszkania przynależy piwnica i pomieszczenie użytkowe.</p><p>Blok zadbany, z nowoczesną windą, klatki schodowe po remoncie. Bardzo dobra lokalizacja - w pobliżu przystanki autobusowe komunikacji miejskiej, sklepy, szkoły, bazarek, przychodnie zdrowia oraz tereny zielone.</p><p>Idealne dla inwestora lub osób poszukujących mieszkania z potencjałem.</p><p>Mieszkanie spółdzielczo- własnościowe z KW</p><p></p>;bielany;2025-06-19;https://www.otodom.pl/pl/oferta/m4-chomiczowka-ul-conrada-do-remontu-ID4vWpC;M4 Chomiczówka ul. Conrada   Do remontu;block;1976;740;to_renovation;limited_ownership;miejskie;Nie;66952536;
otodom;620000;13901;44.6;2;2/3;wtórny;Nie;2 pokojowa, nieruchomość z balkonem w stanie gotowym do wprowadzenia. <br>Ogrodzone, bezpieczne, monitorowane osiedle. Budynek z 2004 roku, 3 piętrowy, bez windy, zarządzany przez wspólnotę mieszkaniową, która zaplanowała w najbliższym czasie remont elewacji budynku. <br><br>Mieszkanie położone na 2gim piętrze, ciche, jednostronne, środkowe, z niezakłóconym widokiem przez inne wysokie budynki.<br>Pomieszczenia:<br>- salon z wyposażonym aneksem kuchennym, wyjściem na balkon (ok. 2,5 m2), klimatyzacją,<br>- sypialnia z pojemną szafą,<br>- łazienka wyposażona w bezprogową kabinę prysznicową, pralkę, umywalkę.<br><br>Cicha, spokojna, zielona okolica, w pobliżu liczne sklepy (Żabka, DH Tarchomin, Biedronka, Selgros), lokale usługowe, najbliższy przystanek autobusowy 450m, tramwajowy 750m, tereny sprzyjające spacerom, jeździe rowerem, placówki edukacyjne. <br><br>Pełna własność, możliwość wspierania się kredytem.<br>Czynsz: 620 zł.<br><br>Więcej informacji udzielę telefonicznie.<br><br>Zapraszam do kontaktu<br>Krzysztof Staniaszek<br>tel. 880 336 680;białołęka;2025-06-28;https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-do-wprowadzenia-ID4x2Dw;2 pokoje z balkonem, do wprowadzenia.;block;2004;620;ready_to_use;full_ownership;miejskie;Nie;66980305;032c4570-0383-422a-97d7-cf4ac7fa1a74
otodom;1289000;30173;42.72;1;1/9;pierwotny;Nie;"<ul><li>1-pokojowe mieszkanie<strong> numer B1.14</strong>  na 1. piętrze w budynku B w Inwestycji Chmielna Duo Dewelopera BPI Real Estate Poland</li><li>Taras na dachu dla mieszkańców</li><li>Park Świętokrzyski (13 minut spacerem)</li><li>Ogród Saski (20 minut spacerem)</li><li>Przystanek tramwajowy (6 minut spacerem)</li><li>Stacja metra ""Rondo ONZ"" (9 minut spacerem)</li><li>Stacja PKP i SKM ""Warszawa Centralna"" (8 minut spacerem)</li><li>CH Złote Tarasy, Multikino (9 minut spacerem)</li></ul><br/><strong>Chmielna Duo - poznaj inwestycję</strong><br/><p>Inwestycja Chmielna Duo obejmuje <strong>2 budynki</strong>, w których rozmieszczono 243 apartamenty, wyróżniające się wysokim standardem wykończenia. Do lokali będą przynależeć ogródki, balkony lub tarasy. </p><p>Mieszkania zostaną wyposażone w <strong>duże, drewniane okna</strong>, które świetnie doświetlą wnętrza. Dodatkowo lokale cechować będą <strong>ponadstandardowe wysokości pomieszczeń</strong>. Dwa najwyższe pietra będą mieć 2,84 m, reszta – 2,74 m. Wszystkie lokale będą posiadać zasilanie elektryczne do montażu klimatyzacji.</p><p>Na terenie osiedla zaplanowano:</p><ul><li>recepcję z concierge,</li><li>lokale usługowe na parterze,</li><li><strong>parking podziemny</strong>,</li><li>komórki lokatorskie/ boksy garażowe,</li><li>stojaki na rowery, myjkę oraz stację serwisową.</li></ul><p>Dodatkowo na dachu znajdzie się<strong> zielony ogród dla mieszkańców</strong>. Zaplanowano także wykorzystanie wody deszczowej do podlewania zieleni, zielony pasaż oraz miejsca postojowe z opcją dostosowania dla aut elektrycznych.</p><p>Inwestycja będzie chroniona i monitorowano, uwzględniono też wideodomofony.</p><p><strong>Wizyty w biurze sprzedaży są możliwe tylko po wcześniejszym umówieniu.</strong></p><br/><strong>Chmielna Duo - lokalizacja</strong><br/><br/>Warszawa, ul. Chmielna<br/><ul><li>0,8 km do centrum</li><li>1 min. spacerem do przystanku autobusowego</li><li>4 min. spacerem do przystanku tramwajowego</li><li>4 min. spacerem do stacji kolejowej</li><li>dojazd do centrum: 5 min samochodem</li></ul>Istotne punkty w okolicy inwestycji<ul><li>Przystanek autobusowy (69 m, 1 minuta spacerem)</li><li>Siłownia (132 m, 2 minuty spacerem)</li><li>Restauracja (200 m, 3 minuty spacerem)</li><li>Kawiarnia (221 m, 3 minuty spacerem)</li><li>Przystanek tramwajowy (165 m, 4 minuty spacerem)</li><li>Piekarnia (286 m, 4 minuty spacerem)</li><li>Stacja kolejowa (276 m, 4 minuty spacerem)</li><li>Stacja SKM (365 m, 6 minut spacerem)</li><li>Poczta (404 m, 6 minut spacerem)</li><li>Apteka (456 m, 7 minut spacerem)</li><li>Przystanek metra (476 m, 7 minut spacerem)</li><li>Sklep: Biedronka (489 m, 7 minut spacerem)</li><li>Złote Tarasy (505 m, 8 minut spacerem)</li><li>Kino (521 m, 8 minut spacerem)</li><li>Przedszkole (669 m, 10 minut spacerem)</li><li>Szkoła Wyższa (656 m, 10 minut spacerem)</li><li>Weterynarz (660 m, 10 minut spacerem)</li><li>Żłobek (719 m, 10 minut spacerem)</li><li>Basen (891 m, 13 minut spacerem)</li></ul><br/>";wola;2025-04-25;https://www.otodom.pl/pl/oferta/chmielna-duo-mieszkanie-1-pok-b1-14-ID4v7jS;Chmielna Duo | mieszkanie 1-pok. | B1.14;block;2025;;to_completion;full_ownership;inne;Nie;66759980;b9f8e193-400c-4f26-abbb-de52cd164826
otodom;866000;18950;45.7;3;1/4;wtórny;Nie;<p>Na sprzedaż bezpośrednio od właściciela oferuję świeżo wyremontowane mieszkanie o powierzchni 45,7 m² położone na 1. piętrze w świetnej lokalizacji – 200 m od Warszawskiego Uniwersytetu Medycznego (ul. Sanocka).</p><p>Opis nieruchomości:</p><ul><li>3 ustawne pokoje, idealne dla rodziny, studentów lub pod wynajem,</li><li>Oddzielna, widna kuchnia z nową zabudową kuchenną i sprzętem AGD (zmywarka, piekarnik, płyta indukcyjna, okap) oraz ogrzewaniem podłogowym,</li><li>korytarz z miejscem na dużą szafę wnękową</li><li>Balkon (od strony południowo-zachodniej – mieszkanie jest bardzo słoneczne i przytulne,</li><li>Łazienka z prysznicem typu walk-in (odpływ liniowy) i ogrzewaniem podłogowym,</li><li>Po generalnym remoncie w 2025 r. – wszystko nowe, nikt jeszcze po remoncie nie mieszkał,</li><li>Do mieszkania przynależy piwnica ok. 3 m²,</li><li>Miejsce postojowe za szlabanem dostępne wyłącznie dla mieszkańców.</li></ul><p>Świetna lokalizacja – blisko uczelni, komunikacji miejskiej, sklepów i terenów zielonych.</p><p>Stan prawny : spółdzielcze własnościowe prawo do lokalu, grunty uregulowane. Nie ma żadnych przeszkód w założeniu księgi wieczystej, dzięki czemu możliwy jest zakup mieszkania również na kredyt.</p><p>Cena: 860 tys.</p><p>Zapraszam do kontaktu i obejrzenia mieszkania – ogłoszenie bezpośrednio od właściciela, bez prowizji. Nie współpracuję z agencjami nieruchomości.</p>;ochota;2025-05-19;https://www.otodom.pl/pl/oferta/3-pokoje-po-remoncie-obok-wum-balkon-ID4vs8Z;3 pokoje po remoncie, obok WUM, balkon;block;1970;620;ready_to_use;;miejskie;Nie;66840029;
otodom;1272000;24000;53;2;2/6;wtórny;Nie;"<p>Sprzedam mieszkanie w doskonałej lokalizacji w Śródmieściu Warszawy na Muranowie.</p><p>Mieszkanie zaprojektowane przez architekta dzięki czemu jest nie tylko bardzo ładne, ale również funkcjonalne.</p><p>Mieszkanie od 2019 roku nie miało ani jednego miesiąca przestoju w wynajmie - pod kątem inwestycyjnym spełnia swoje zadanie celująco. Mieszkanie było kilka razy ""odświeżane"" - np. remont kuchni w 2024 roku.</p><p>Mieszkanie jest aktualnie wynajmowane (koniec umowy 31.08.2025), zapraszam do kontaktu celem umówienia wizyty.</p><p>Mieszkanie znajduje się blisko centrum miasta przy parku Ogrody Krasińskich, które graniczą ze Starym Miastem (Starówka do 10 minut spacerem), tuż przy Ambasadzie Chińskiej Republiki Ludowej. Ogromnym atutem mieszkania jest świetna komunikacja tzn. pod samym budynkiem znajduje się przystanek tramwajowy / autobusowy oraz przystanek Metra Ratusz Arsenał (7 minut spacerem). Na głównej ulicy (Gen. W. Andersa) znajdują się liczne sklepy (Carrefour/Żabka), restauracje, kawiarnie, fryzjer, krawiec, golibroda, apteka, kwiaciarnia, cukiernia, bar mleczny, księgarnia, przychodnia, stomatolog i inne. W bliskiej okolicy Biedronka i Rossmann. Najbliższe Centrum Handlowe Arkadia znajduje się w odległości poniżej 2 km (spod budynku odjeżdża bezpośredni tramwaj). Korty tenisowe i basen w okolicy.</p><p>Mimo rozbudowanej infrastruktury mieszkanie jest ciche - okna dźwiękoszczelne nie wychodzą bezpośrednio na ul. Gen. W. Andersa.</p><p>Mieszkanie na drugim piętrze z windą na wysokim parterze.</p><p>Powierzchnia mieszkania: 53 mkw.</p><p>Ilość pokoi: 2</p><p>Mieszkanie jest w pełni wyposażone i umeblowane.</p><p>Typ ogrzewania – wodociągi miejskie.</p><p>Podgrzanie wody – sieć miejska.</p><p>Ilość łazienek: 1</p><p>Balkon: tak</p><p>Dodatkowo płatne rachunki – Media i Eksploatacja 826 zł, Fundusz Remontowy 132 zł, prąd 130 zł, Internet/TV (w zależności od oferty).</p><p>Mieszkanie jest wyposażone w: lodówka, piekarnik, okap, płyta elektryczna, mikrofala, szafki zabudowane pod sufit w kuchni, sztućce, garnki, czajnik elektryczny. Łazienka: prysznic 90x90, umywalka pełnych rozmiarów z szafką, toaleta + szafka z półkami na kosmetyki z lustrem. Przedpokój: wieszaki na ubrania, szafki na buty, lustro. Salon: kanapa, TV, stół rozkładany, krzesła, biurko, biblioteka, stolik kawowy, szafka rtv. Sypialnia: duża przestronna szafa z lustrami (półki, wieszaki), łóżko (materac 180 x 200), dwie komody, dwie lampy stojące, balkon.</p><p>Parking miejski w ramach abonamentu mieszkańca - około 30 zł / rok.</p><p>Autorem zdjęć jest PionPoziom, który wykonał sesję fotograficzną na potrzeby artykułu ""mieszkanie tygodnia"" w magazynie Dom z Pomysłem. Autorem projektu wnętrza jest warszawska pracownia WZ Studio.</p>";śródmieście;2025-06-27;https://www.otodom.pl/pl/oferta/piekne-53-m2-w-doskonalej-lokalizacji-na-muranowie-ID4x1tP;Piękne 53 m2 w doskonałej lokalizacji na Muranowie;tenement;1953;1088;ready_to_use;full_ownership;miejskie;Nie;66975861;
otodom;698000;14975;46.61;2;4/4;wtórny;Nie;<p><b>REZERWACJA</b></p><p></p><p><b>Oferta bezpośrednia. </b></p><p>Jasne, ciche, świeżo malowane, bardzo przestronne mieszkanie.</p><p>Zlokalizowane bezpośrednio w sąsiedztwie Parku Polińskiego przy ulicy Prochowej. Doskonała lokalizacja z bardzo wygodnym dojazdem do Centrum (15 min) i dobrym połączeniem z innymi dzielnicami Warszawy.</p><p>Mieszkanie mieści się na ostatnim, czwartym piętrze budynku.</p><p>Pełna własność z księgą wieczystą, nie obciążone hipoteką.</p><p>Ekspozycja południowa.</p><p>Komfort codziennego życia zapewniony dzięki bardzo dobrze rozplanowanej przestrzeni.</p><p>Na powierzchnię 46,61 m2 składają się:</p><ul><li>Przestronny salon (ok 18 m2) z aneksem kuchennym (ok. 7 m2) i wyspą (wyposażony w AGD).</li><li>Sypialnia (ok. 10 m2) z dostępem do balkonu (ok. 4 m2).</li><li>Łazienka (ok. 5 m2).</li><li>Korytarz z szafami (ok. 7 m2).</li></ul><p>Kluczowe atuty:</p><ul><li>Cichy, kameralny budynek, oddany do użytku w 2010r.</li><li>Tuż przy parku Polińskiego, z dostępem do ścieżek do spacerów, do biegania, boisk, placu zabaw, górki do zjeżdżania (super, zwłaszcza w zimę!).</li><li>Budynek wyposażony w monitoring i windę.</li><li>Do mieszkania przynależy komórka lokatorska o powierzchni ok. 2,5 m2 (wysokość 3 m) w cenie mieszkania.</li><li>Świetna lokalizacja tuż przy Rondzie Wiatraczna z bardzo dobrym dojazdem do Centrum różnymi środkami lokomocji.</li><li>W pobliżu szkoły, przedszkola, park, apteka, poczta, centrum handlowe, ryneczek, przystanki komunikacji miejskiej.</li><li>W ciągu najbliższych lat przy Rondzie Wiatraczna powstanie również stacja metra.</li><li>Parkowanie bezpłatne przy ulicy.</li></ul><p>Agencjom i pośrednikom – dziękuję.</p><p>Zainteresowanych zapraszam do kontaktu.</p>;praga-południe;2025-06-17;https://www.otodom.pl/pl/oferta/ciche-jasne-funkcjonalne-2-pokojowe-mieszkanie-w-zielonej-okolicy-ID4vTeb;Ciche, jasne, funkcjonalne, 2-pokojowe mieszkanie w zielonej okolicy.;block;2010;760;ready_to_use;full_ownership;gazowe;Nie;66944139;
otodom;685000;14482;47.3;3;3/3;wtórny;Nie;"<u><strong>Warszawa Wola Młynów ul. Złocienia - 47,3 m² // 3 pokoje z kuchnią + 2 BALKONY + PIWNICA <br/></strong></u><em>We speak English <u><br/></u></em><br/><strong>CENA DO NEGOCJACJI </strong><br/><br/>
<p>Szanowni Państwo, zapraszamy do zapoznania się z ofertą cichego i przestronnego mieszkania w zielonej i spokojnej okolicy blisko Centrum miasta <br/><strong>3 pokojowe</strong> mieszkanie o powierzchni <strong>47,3 </strong><strong>m2 </strong>zlokalizowane jest na 3 piętrze w kameralnym bloku z cegły wśród zieleni na osiedlu Wola Młynów</p><br/>
Przestronne, jasne  mieszkanie  o bardzo dobrym układzie, okna na 2 strony świata z widokiem na zieleń <br/>Świetny dojazd do centrum<br/><u><br/></u><strong>W SKŁAD MIESZKANIA WCHODZI:</strong><u><br/></u>- kuchnia<br/>- salon<br/>- sypialnia <br/>- pokój <br/>- łazienka <br/>- przedpokój<br/><u><br/></u><strong>DODATKOWO</strong><u><br/></u>Do mieszkania przynależą <strong>2 balkony</strong> i <strong>piwnica </strong><u><br/><br/></u><strong>SZCZEGÓŁY OFERTY</strong><u><br/></u>- Mieszkanie znajduje się na 3 piętrze kameralnego bloku na bliskiej Woli (Młynów)<br/>- Ekspozycja okien wschód- zachód - północ <br/>- Posiada doskonałe połączenie z centrum Warszawy: tramwaj, metro, autobus<br/>- Czynsz 800 zł <br/>- Forma własności: pełna własność z KW <br/>- Ogrzewanie miejskie<br/>- Parkiet na podłodze<br/>- Widok na zieleń <br/>- Wolne od zaraz <br/>-<strong> Możliwość zakupu na kredyt<br/>- 2 balkony + piwnica </strong><br/><u><br/></u><strong>LOKALIZACJA:</strong><br/>Mieszkanie położone w cichej i zielonej okolicy,  jednocześnie posiada doskonałe połączenie z Centrum miasta oraz innymi dzielnicami Warszawy<br/>METRO: linia M2 stacja Młynów (7 minut spacerem)<br/>TRAMWAJ: 1,20,23,34<br/>Okolica: Zabytkowy Cmentarz żydowski, Powązki , Dom Handlowy Klif, Muzeum Powstania Warszawskiego<br/><br/><strong>Nie czekaj, zainwestuj w swoje przyszłe miejsce na ziemi już dziś! Zadzwoń i umów się na prezentację mieszkania, aby przekonać się o jego atutach na własne oczy. To oferta, która nie może umknąć Twojej uwadze!</strong><br/><u><br/></u><strong>MOGĄ PAŃSTWO LICZYĆ NA:<br/></strong><br/>- bezpłatną konsultacje z niezależnym doradcą kredytowym<br/>- bezpieczeństwo transakcji<br/>- pomoc w załatwieniu formalności i skompletowaniu dokumentów niezbędnych do transakcji<br/>- współpracę z najlepszymi notariuszami<u><br/><br/></u><br/>
<p><em>Nasza firma specjalizuje się w kompleksowej obsłudze zarówno Polaków jak i obcokrajowców.</em></p><br/>
<p><em>Jesteśmy z Państwem na każdym etapie procesu zakupu, sprzedaży czy wynajmu nieruchomości począwszy od wyboru oferty i jej prezentacji po finalizację transakcji i przekazanie nieruchomości nowym właścicielom. </em></p><br/>
<p><strong>KREDYT</strong></p><br/>
<p>Niezależni doradcy kredytowi, z którymi współpracujemy pomagają we wszelkich formalnościach związanych z uzyskaniem kredytu na zakup nieruchomości. </p><br/>
<p>Bezpłatna konsultacja, sprawdzenie zdolności, przedstawienie najkorzystniejszych opcji spośród ofert różnych banków. Przeprowadzimy cały proces realizacji kredytu i zakupu nieruchomości. </p><br><br>Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.<br><br>Oferta wysłana z programu IMO dla pośredników";wola;2025-05-24;https://www.otodom.pl/pl/oferta/wola-zlocienia-3pok-2-balkony-metro-mlynow-7-min-ID4vxh4;Wola Złocienia ⭐3pok+2 balkony ⭐Metro Młynów 7 min;block;1960;;;full_ownership;miejskie;Nie;66859750;a9b54539-158f-49e3-8ebc-17b1081c89ec
otodom;1090000;17155;63.54;3;2/3;wtórny;Nie;"<p>Na sprzedaż trzypokojowe mieszkanie położone w znakomitej lokalizacji na warszawskim Ursynowie przy ulicy Raabego.</p><p></p><p>W odległości 500 m znajduje się stacja Metra Natolin do której można pieszo dotrzeć w przeciągu 7 minut. W okolicy znajdują się , również przystanki autobusowe. Dla miłośników przejażdżek rowerowych, dostępne są ścieżki rowerowe w tym możliwość bezpośredniego dojazdu do lasu kabackiego. W pobliżu znajduje się wiele skwerków zieleni w tym park "" Lasek brzozowy"" czy "" Park przy Bażantarni"" oraz tężnia solankowa.</p><p>Przedszkola , szkoły , Państwowe i Prywatne, zaplecza sportowe oraz Galeria Ursynów w której znajdziemy min: sklepy odzieżowe, spożywcze oraz restauracje znajdują się w odległości umożliwiającej dojście pieszo.</p><p></p><p>Mieszkanie:</p><p>Kameralny trzypiętrowy blok z 1991 roku, budynek przeszedł generalny remont ( instalacja, elewacja, dach i klatka) . Mieszkanie znajduje się na 2 piętrze (na piętrze 3 lokale ), blok nie posiada windy. Do mieszkania przynależy piwnica o metrażu 5,4 m2 , dodatkowym atutem jest możliwość rozbudowania klatki schodowej o 10 m prywatny hall . Mieszkańcy mają do dyspozycji dwa prywatne miejsca parkingowe oraz miejsca miejsca postojowe dla gości, możliwość korzystania z rowerowni.</p><p>Mieszkanie składa się z sypialni- 2, salon -1 , kuchnia -1 , korytarz -1, toaleta - 1, Łazienka-1</p><p></p><p>Nieruchomość idealna jest dla osób, które szukają doskonałej lokalizacji dobrze skomunikowanej z duża ilością zieleni, dla osób, które cenią komfort tworzący idealne warunki do życia blisko samego serca Warszawy. Zapraszam serdecznie.</p>";ursynów;2024-08-26;https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-z-balkonem-parking-7-minut-do-metra-ID4saUZ;Przestronne 3-pokojowe mieszkanie z balkonem/parking, 7 minut do metra;block;1991;950;ready_to_use;full_ownership;miejskie;Nie;65820501;
