source;price;price_per_meter;area;rooms;floor;market_type;furnished;description;district;date;url;title;building_type;year_built;rent;finish_status;ownership;heating;elevator;ad_id;external_id
otodom;429000;12618;34;1;parter/3;wtórny;Nie;<p>Oferta kierowana do klientów ceniących sobie świetną lokalizację w cichym i spokojnym miejscu.</p><p>Lokalizacja:</p><p>Ul. Stoczkowska 14 zaledwie 400 m od Placu Szembeka , 8 km od Pałacu Kultury i Nauki , 1 km od Wojskowego Instytutu Medycznego przy ulicy Szaserów.</p><p>Pomieszczenia:</p><ul><li>Pokój dzienny usytuowany od ulicy Stoczkowskiej </li><li>Kuchnia widna w całości do umeblowania, przestronna </li><li>Łazienka do kompletnego remontu</li></ul><p>Zachęcamy do kontaktu oraz oględzin na miejscu w dowolnym momencie</p><p></p><p></p>;praga-południe;2025-07-22;https://www.otodom.pl/pl/oferta/kawalerka-przy-stoczkowskiej-blisko-placu-szembeka-ID4xn11;Kawalerka przy Stoczkowskiej blisko Placu Szembeka;tenement;1935;300;to_renovation;full_ownership;gazowe;Nie;67058643;
otodom;1699900;19999;85;4;4/6;wtórny;Nie;<p><br/>Na sprzedaż mieszkanie przy ul. Jana Nowaka-Jeziorańskiego.</p><p>Mieszkanie o powierzchni  79 m2 znajduje się na 4 piętrze w sześciopiętrowym budynku.</p><p>Mieszkanie jest dwustronne, składa się z pokoju z aneksem kuchennym i wyjściem na duży balkon, 3 sypialnie , 2 łazienki w tym jedna z prysznicem a druga z wanną, przedpokoju , garderobą.</p><p>Do mieszkania przynależy duża komórka na tym samym piętrze co mieszkanie w cenie 30000 zł oraz miejsce postojowe w garażu podziemnym w cenie 70000 zł.</p><p>Osiedle z ochroną i monitoringiem, pełne zieleni. Mili sąsiedzi. Infrastruktura Gocławia na wyciągnięcie ręki. Blisko tereny rekreacyjne.</p><p>Dobre połączenie z innymi częściami miasta.</p><p>Zapraszam do kontaktu i na prezentację.</p><p> </p>;praga-południe;2025-05-07;https://www.otodom.pl/pl/oferta/warszawa-goclaw-przytulne-4-pokoje-ID4vhvz;Warszawa, Gocław, przytulne 4 pokoje;apartment;2015;;ready_to_use;full_ownership;miejskie;Nie;66799207;URB-MS-1068
otodom;650000;16552;39.27;2;parter/5;wtórny;Nie;"<strong>Okazja, Polecam na sprzedaż ustawne, funkcjonalne, dwupokojowe mieszkanie z tarasem i ogródkiem. Nieruchomość znajdująca się na 0. parterze w 5-piętrowym budynku z 2014r, wybudowany przez znanego dewelopera Robyg ,,Osiedle Young City"".<br>Wschodnia ekspozycja okien zapewnia rano dużo światła dziennego bez upałów w letnie popołudnia.<br></strong><br>Lokal idealnie sprawdzi się dla osób starszych, pary, singli, lub  jako inwestycja na wynajem.<br><br><strong>Opis </strong><br>Mieszkanie jest wyposażone i <strong>umeblowane. </strong>Funkcjonalny salon z aneksem kuchennym został wyposażony w niezbędny <strong>sprzęt AGD</strong> oraz meble. Z salonu mamy wyjście na <strong>taras i urokliwy ogródek.</strong>  Ustawna sypialnia zapewnia zarówno prywatność, jak i komfort – wyposażona w szafę przesuwną. Ponadto łazienka z wc , wyposażoną w wannę., w holu znalazło się miejsce na <strong>szafę .<br></strong><br><strong>Rozkład<br></strong>● Salon z aneksem kuchennym z widokiem na cichą, zieloną przestrzeń<br>● Sypialnia <br>● Łazienka <br>● Przedpokój <br>● Taras - 7,23m²<br>● Ogród- 12,52m²<br><br><strong>Lokalizacja<br></strong>Mieszkanie mieści się na terenie nowoczesnego, zamkniętego i spokojnego osiedla przy ulicy Batalionów Chłopskich. W najbliższym otoczeniu znajduje się doskonała infrastruktura komunikacyjna, w pobliżu liczne sklepy, firmy usługowe, szkoły, przychodnie, oraz dużo terenów zielonych.<br>Jest to idealne miejsce dla osób, które chcą mieć zapewniony <strong>szybki dostęp do centrum miasta, w bliskiej odległości </strong>znajduje się budowana <strong>II Linii Metra - Stacja Metro Chrzanów </strong>(na wiosnę zakończenie drążenia tuneli), z której dojazd do centrum zajmie 12 minut. Samochodem w ciągu kilku minut wjazd na trasę S8, dzięki której można dotrzeć do większości dzielnic z pominięciem centrum lub szybko wyjechać poza miasto.<br>W zasięgu paru minut spaceru znajduje się dużo <strong>sklepów</strong> (m.in. Kaufland, Biedronka, Pepco, Action, Empik), paczkomaty, apteki i drogerie (Rossmann, Hebe), żłobki i przedszkola, biblioteka, siłownia, restauracje, piekarnie i cukiernie, przychodnia NFZ, centrum medyczne i wiele innych usług. Co ważne dla rodzin, w tym roku otwierana jest także nowa szkoła podstawowa kilkaset metrów od mieszkania. W pobliżu znajduje się rozległy Park Górczewska z boiskami, amfiteatrem, tężniami i miejscami na spacery czy grilla.<br><strong><br>Osiedle:</strong><br>Zamknięte osiedle z ochroną na miejscu 24h na dobę. <br>Wjazd z obu stron osiedla, co świetnie usprawnia komunikację – w przeciwieństwie do osiedli w okolicy nie wisi na jednej ulicy dojazdowej. Dodatkowo wkrótce otwarcie przedłużenia ul. Człuchowskiej, prowadzącej pod bramę osiedla.<br>Bramy otwierane pilotem i telefonem, co ułatwia wpuszczenie gości czy dostawców.<br>Zadbane części wspólne budynku, aktywnie działająca Wspólnota.<br>Przestronne zielone patio z bardzo dobrze wyposażonymi placami zabaw.<br><strong><br>Dodatkowa powierzchnia :<br></strong>Miejsce postojowe naziemne - dodatkowo płatne - 20.000zł <br><br><strong>Stan prawny:</strong><br>Odrębna własność z Księgą Wieczystą - jeden właściciel. Istnieje możliwość zakupu na kredyt.<br><br><strong>Serdecznie zapraszam na prezentację i do zakupu.</strong><br><br/>
<br/>
_<br/>
Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego. Treść ma charakter informacyjny i zalecamy ich osobistą weryfikację.<br/>
<br/>
Zgodnie z przepisami Ustawy z dnia 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz.U. z 1994r. Nr 24, poz. 83, z późn. zm.). Kopiowanie treści oraz fotografii i planów bez pisemnej zgody autora stanowi naruszenie majątkowych praw autorskich oraz podstawę odpowiedzialności karnej przewidzianej przepisami art. 116 § 1-4 ww. ustawy.";bemowo;2025-03-18;https://www.otodom.pl/pl/oferta/sprawdzladne-2-pokoje-ogrodek-bemowo-ID4wtsT;✅ Sprawdź>>>Ładne 2 pokoje, ogródek Bemowo ✅;block;2014;725.8;ready_to_use;full_ownership;;Nie;66606779;0e2a676b-8229-49b0-a5a4-a67390ba2065
otodom;1773965;18500;95.89;4;parter/4;pierwotny;Nie;"<p><strong><em>We speak ENG, POL, UA, RUS | No commission offer | Bez podatku PCC</em></strong></p><br/>
<p>Jeśli szukasz dużego, komfortowego mieszkania w prestiżowej inwestycji - ta oferta jest dla Ciebie. 4-pokojowe mieszkanie w Royal Residence od Robyg to idealna przestrzeń dla rodziny, pary lub inwestora.<br><br><strong><em>Lokalizacja:</em></strong> ul. Holzera | Wilanów | Royal Residence<br>Royal Residence to kameralna, elegancka inwestycja w zielonej części Wilanowa - blisko Pałacu Wilanowskiego, terenów spacerowych i rekreacyjnych. Dookoła nowoczesna infrastruktura i świetna komunikacja.<br><br><strong><em>Układ mieszkania:</em></strong><br><br>Przestronny salon z aneksem kuchennym (ponad 33 m2)<br>3 sypialnie<br>2 łazienki<br>WC<br>Garderoba <br>Korytarz<br>Własny ogród o powierzchni ponad 43 m2.</p><br/>
<p><strong><em>☀️ Atuty mieszkania:</em></strong><br><br>Duże okna, świetne doświetlenie<br>Wysokość pomieszczeń: 2,8 m<br>Rolety przeciwsłoneczne w standardzie<br>Smart Home w cenie (ROBYG Smart House by Keemple)<br>Wysoki standard części wspólnych</p><br/>
<p><strong><em>Atuty inwestycji:</em></strong><br><br>Reprezentacyjne lobby<br>Cichobieżne windy, podziemny garaż<br>Monitoring, kontrola dostępu<br>Elegancka architektura i kameralna zabudowa<br>Zakup bez PCC (oszczędność 2%)<br>Dostępne miejsca postojowe i komórki lokatorskie - dodatkowo płatne.<br>Kim jesteśmy?<br>Jesteśmy nowoczesnym biurem nieruchomości, specjalizującym się w rynku warszawskim.<br>Większość ofert znajdziesz TYLKO U NAS, bo klienci lubią wracać i polecać nas dalej.<br><br><strong><em>Dlaczego warto z nami?</em></strong><br><br>Nie pobieramy prowizji od kupującego<br>Pomagamy od A do Z - także w kwestiach prawnych i finansowych<br>Dostępność 24/7<br>Możliwość załatwienia kredytu, architekta, wykończenia „pod klucz” i zarządzania najmem<br>Luźna, ale profesjonalna atmosfera - zawsze win-win<br><br>Masz pytania? Dzwoń lub pisz - jesteśmy dostępni 24/7<br><strong><em>Roman 790 274 531</em></strong></p>";wilanów;2025-07-11;https://www.otodom.pl/pl/oferta/ogromny-salon-i-ogrod-lepszego-nie-znajdziesz-ID4xehO;Ogromny salon i ogród - lepszego nie znajdziesz :);apartment;2026;0;;full_ownership;miejskie;Nie;67025088;a2e2956f-48f6-44c3-bb26-8fa196626133
otodom;1406582;17900;78.58;3;3/4;pierwotny;Nie;"<p><strong><em>We speak ENG, POL, UA, RUS | No commission offer | Bez podatku PCC</em></strong></p><br/>
<p>Jeśli szukasz dużego, komfortowego mieszkania w prestiżowej inwestycji - ta oferta jest dla Ciebie. 3-pokojowe mieszkanie w Royal Residence od Robyg to idealna przestrzeń dla rodziny, pary lub inwestora.<br><br><strong><em>Lokalizacja:</em></strong> ul. Holzera | Wilanów | Royal Residence<br>Royal Residence to kameralna, elegancka inwestycja w zielonej części Wilanowa - blisko Pałacu Wilanowskiego, terenów spacerowych i rekreacyjnych. Dookoła nowoczesna infrastruktura i świetna komunikacja.<br><br><strong><em>Układ mieszkania (78,58 m²):</em></strong><br><br>Przestronny salon z aneksem kuchennym - 30,94 m²<br>2 sypialnie (12,96 m² | 10,69 m²)<br>2 łazienki (6,08 m² | 4,29 m²)<br>Garderoba - 2,74 m²<br>Hol - 6,56 m²<br>Korytarz - 4,32 m²<br>Balkon - 7,33 m²</p><br/>
<p><strong><em>☀️ Atuty mieszkania:</em></strong><br><br>Duże okna, świetne doświetlenie<br>Wysokość pomieszczeń: 2,8 m<br>Rolety przeciwsłoneczne w standardzie<br>Smart Home w cenie (ROBYG Smart House by Keemple)<br>Wysoki standard części wspólnych<br><strong><em>Atuty inwestycji:</em></strong><br><br>Reprezentacyjne lobby<br>Cichobieżne windy, podziemny garaż<br>Monitoring, kontrola dostępu<br>Elegancka architektura i kameralna zabudowa<br>Zakup bez PCC (oszczędność 2%)<br>Dostępne miejsca postojowe i komórki lokatorskie - dodatkowo płatne.<br>Kim jesteśmy?<br>Jesteśmy nowoczesnym biurem nieruchomości, specjalizującym się w rynku warszawskim.<br>Większość ofert znajdziesz TYLKO U NAS, bo klienci lubią wracać i polecać nas dalej.<br><br><strong><em>Dlaczego warto z nami?</em></strong><br><br>Nie pobieramy prowizji od kupującego<br>Pomagamy od A do Z - także w kwestiach prawnych i finansowych<br>Dostępność 24/7<br>Możliwość załatwienia kredytu, architekta, wykończenia „pod klucz” i zarządzania najmem<br>Luźna, ale profesjonalna atmosfera - zawsze win-win<br><br>Masz pytania? Dzwoń lub pisz - jesteśmy dostępni 24/7<br><strong><em>Roman 790 274 531</em></strong></p>";wilanów;2025-07-11;https://www.otodom.pl/pl/oferta/jesli-inwestowac-czy-przeprowadzacsieto-tu-0-ID4xenr;Jeśli inwestować czy przeprowadzać się to tu | 0%;apartment;2026;0;;full_ownership;miejskie;Nie;67025437;c4b41116-dd96-42f3-b9ab-5ffa4791bfce
otodom;609000;13125;46.4;2;3/10;wtórny;Nie;<p>Sprzedaż bezpośrednia od właściciela.</p><p> </p><p>200 metrów od II linii metra (KONDRATOWICZA)</p><p> </p><p>Mieszkanie jest czyste i zadbane. Możliwość zamieszkania w obecnym stanie lub do generalnego remontu.</p><p> </p><p>Mieszkanie spółdzielcze własnościowe, grunty uregulowane, możliwość założenia Księgi Wieczystej.</p><p> </p><p>Nowe piony wodno - kanalizacyjne.</p><p>Instalacja elektryczna nie była wymieniana ale jest w pełni sprawna.</p><p> </p><p>Do mieszkania przynależy piwnica.</p><p></p><p></p><p>Czynsz administracyjny wynosi ok. 670 zł z zaliczkami na wodę i CO oraz funduszem remontowym.</p><p> </p><p>Administruje SM Bródno.</p><p></p><p></p><p>Do zaoferowania mam mieszkanie dwupokojowe o powierzchni 46.4 m² z dużym potencjałem. Mieszkanie zlokalizowane jest na 3 piętrze bloku z dwiema windami, a jego układ i położenie czynią je idealnym zarówno na start, jak i pod inwestycję.</p><p> </p><p>Obszerny salon i układ sąsiadującej z nim kuchni, przy odpowiednich przeróbkach daje możliwość zaaranżowania aneksu kuchennego w salonie, dając tym samym możliwość wygospodarowania trzypokojowego mieszkania z sypialnią, małym pokojem dla dziecka oraz salonem z aneksem kuchennym.</p><p></p><p></p><p>Mieszkanie jest usytuowane na warszawskim Bródnie/Targówku przy ul. Krasiczyńskiej 2, w bardzo dobrym punkcie komunikacyjnym, 200 m OD METRA KONDRATOWICZA, tuż obok linii autobusowych, jednocześnie w pięknej zielonej części dzielnicy - przy Parku Bródnowskim.</p><p></p><p></p><p>ROZKŁAD MIESZKANIA:</p><p></p><p></p><p>- pokój dzienny (20,05 m²) - przestronny, z nisko usytuowanymi parapetami i dużymi oknami, zapewniającymi obfite światło naturalne zaprasza do stworzenia przytulnej strefy wypoczynkowej z bezpośrednim dostępem do balkonu z otwartą przestrzenią kuchenną,</p><p>- sypialnia (10,05 m²) - intymna, z potencjałem na wygodną sypialnię lub domowe biuro,</p><p>- kuchnia (6,1 m²) - widna, z możliwością adaptacji na niewielki pokój,</p><p>- łazienka (3,5 m²) - z potencjałem na nowoczesną, funkcjonalną przestrzeń,</p><p>- przedpokój (5,8 m²).</p><p></p><p></p><p>Mieszkanie jest jednostronne, z dużymi oknami wzdłuż całej czołowej ściany mieszkania, z ekspozycją południowo - wschodnią, dzięki czemu jest widne i słoneczne.</p><p>Blok ocieplony i po remoncie balkonów. Do dyspozycji są dwie nowe windy, obie z drzwiami przesuwnymi. Na piętrze dodatkowo krata zamykana na klucz. Schludne klatki, mili spokojni sąsiedzi. W budynku znajduje się także mały sklep spożywczy i warzywniak. Wokół budynku dostępne są liczne, osiedlowe miejsca parkingowe oraz potencjalne miejsca na parkingu strzeżonym.</p><p></p><p></p><p>Idealna komunikacja PRZY METRZE, obok linie autobusowe wzdłuż ul. Kondratowicza i ul. Chodeckiej, dużo zieleni, miejsca do odpoczynku i relaksu (w pobliżu Park Bródnowski, skwery, ścieżki rowerowe, restauracje), Bogata infrastruktura: liczne sklepy, szkoły, usługi, przychodnie, Galeria Handlowa Renova, Szpital Bródnowski, Ratusz Targówek, CH Targówek, Ikea i CH M1.</p><p></p><p></p><p>Zapraszam do kontaktu.</p><p> </p><p> </p><p> </p><p></p>;targówek;2025-02-27;https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-krasiczynska-46-m-metro-ID4waxv;Dwupokojowe mieszkanie, Krasiczyńska, 46 m², METRO;block;1975;670;ready_to_use;limited_ownership;miejskie;Nie;66534030;
otodom;649000;23014;28.2;1;parter/6;wtórny;Nie;"<strong>HOT OFERTA! TYLKO W PEPPER HOUSE!</strong><br><br><strong>Stylowa Kawalerka z Ogródkiem | Jana Kazimierza | Gotowa do Zamieszkania | Duży ogród </strong><br><br>Na sprzedaż wyjątkowa kawalerka o powierzchni 28,20 m² z prywatnym ogródkiem (ok. 20 m²), położona na parterze nowoczesnego, kameralnego apartamentowca przy ul. Jana Kazimierza 11A - jednej z najbardziej pożądanych lokalizacji na warszawskiej Woli.<br><br><strong>Mieszkanie</strong>: To jasne i ciche mieszkanie zostało zaprojektowane przez architekta z dbałością o każdy szczegół. Designerskie rozwiązania takie jak laminowane półki z płyty, efektowne płyty betonowe na ścianach, panelowy grzejnik czy stylowa loft'owa kuchnia. Przemyślany i funkcjonalny układ pozwolił wydzielić strefę dzienną oraz sypialnianą, co znacząco zwiększa komfort codziennego życia. To idealna propozycja zarówno dla singla, pary, jak i inwestycja pod wynajem.<br><br><strong>Atuty nieruchomości</strong>:<br><br/>
<ul><br/>
<li>Parter z wyjściem na prywatny ogródek od strony patio</li><br/>
<li>Wysoki standard wykończenia</li><br/>
<li>Ciche i jasne wnętrze z dużymi oknami</li><br/>
<li>Niski czynsz: ok. 690 zł</li><br/>
<li>Ogrzewanie miejskie</li><br/>
<li>Gotowe do wprowadzenia - wystarczy odświeżyć ściany</li><br/>
<li>Miejsce na rowery w budynku</li><br/>
<li>Wejście do mieszkania oddzielone od klatki schodowej dodatkowymi drzwiami - pełna prywatność i cisza</li><br/>
</ul><br/>
<br><strong>Wyposażenie obejmuje</strong>:<br><br/>
<ul><br/>
<li>komfortowy aneks kuchenny z pełnym AGD (płyta indukcyjna, piekarnik, lodówka w zabudowie),</li><br/>
<li>wygodne łóżko z materacem i pojemnikiem na przechowywanie,</li><br/>
<li>elegancka sofa marki BoConcept,</li><br/>
<li>stół z krzesłami, stolik RTV,</li><br/>
<li>dwie pojemne szafy i regały w zabudowie,</li><br/>
<li>rolety zaciemniające.</li><br/>
</ul><br/>
<br><strong>Lokalizacja</strong>: Świetnie skomunikowana część Woli - tylko 2,5 km do Ronda Daszyńskiego. W pobliżu:<br><br/>
<ul><br/>
<li>przystanki autobusowe (350 m), tramwajowe (600 m),</li><br/>
<li>stacja PKP Wola (700 m), metro M2 Płocka (1,5 km),</li><br/>
<li>liczne sklepy i punkty usługowe (Biedronka, Żabka, piekarnie, poczta, klub fitness 24/7),</li><br/>
<li>trzy parki miejskie w promieniu kilku minut spacerem,</li><br/>
<li>bogata infrastruktura rowerowa.</li><br/>
</ul><br/>
<br><strong>Dostępność</strong>: Mieszkanie dostępne w ciągu miesiąca od zakupu. Możliwość szybkiego przekazania kluczy.<br><br><strong>Zainteresowanych zapraszam do kontaktu - to mieszkanie trzeba zobaczyć na żywo!</strong>";wola;2025-04-24;https://www.otodom.pl/pl/oferta/stylowa-kawalerka-z-ogrodem-ID4v5LT;Stylowa kawalerka z ogrodem !;apartment;2018;690;;full_ownership;miejskie;Nie;66754029;45c06023-fbd6-4e59-ae96-cc51ea7c1044
otodom;1372202;17800;77.09;3;2/4;pierwotny;Nie;"<p><strong><em>We speak ENG, POL, UA, RUS | No commission offer | Bez podatku PCC</em></strong></p><br/>
<p>Jeśli szukasz dużego, komfortowego mieszkania w prestiżowej inwestycji - ta oferta jest dla Ciebie. 3-pokojowe mieszkanie w Royal Residence od Robyg to idealna przestrzeń dla rodziny, pary lub inwestora.<br><br><strong><em>Lokalizacja:</em></strong> ul. Holzera | Wilanów | Royal Residence<br>Royal Residence to kameralna, elegancka inwestycja w zielonej części Wilanowa - blisko Pałacu Wilanowskiego, terenów spacerowych i rekreacyjnych. Dookoła nowoczesna infrastruktura i świetna komunikacja.<br><br><strong><em>Układ mieszkania (78,58 m²):</em></strong><br><br>Przestronny salon z aneksem kuchennym - 31,38 m²<br>2 sypialnie (12,76 m² | 11,93 m²)<br>2 łazienki (5,19 m² | 4,06 m²)<br>Garderoba - 1,79 m²<br>Hol - 4,69 m²<br>Korytarz - 5,29 m²<br>Balkon - 9,24 m²</p><br/>
<p><strong><em>☀️ Atuty mieszkania:</em></strong><br><br>Duże okna, świetne doświetlenie<br>Wysokość pomieszczeń: 2,8 m<br>Rolety przeciwsłoneczne w standardzie<br>Smart Home w cenie (ROBYG Smart House by Keemple)<br>Wysoki standard części wspólnych<br><strong><em>Atuty inwestycji:</em></strong><br><br>Reprezentacyjne lobby<br>Cichobieżne windy, podziemny garaż<br>Monitoring, kontrola dostępu<br>Elegancka architektura i kameralna zabudowa<br>Zakup bez PCC (oszczędność 2%)<br>Dostępne miejsca postojowe i komórki lokatorskie - dodatkowo płatne.<br>Kim jesteśmy?<br>Jesteśmy nowoczesnym biurem nieruchomości, specjalizującym się w rynku warszawskim.<br>Większość ofert znajdziesz TYLKO U NAS, bo klienci lubią wracać i polecać nas dalej.<br><br><strong><em>Dlaczego warto z nami?</em></strong><br><br>Nie pobieramy prowizji od kupującego<br>Pomagamy od A do Z - także w kwestiach prawnych i finansowych<br>Dostępność 24/7<br>Możliwość załatwienia kredytu, architekta, wykończenia „pod klucz” i zarządzania najmem<br>Luźna, ale profesjonalna atmosfera - zawsze win-win<br><br>Masz pytania? Dzwoń lub pisz - jesteśmy dostępni 24/7<br><strong><em>Roman 790 274 531</em></strong></p>";wilanów;2025-07-11;https://www.otodom.pl/pl/oferta/nowe-luksusowe-osiedle-na-miasteczku-wilanow-0-ID4xent;Nowe luksusowe osiedle na Miasteczku Wilanów | 0%;apartment;2026;0;;full_ownership;miejskie;Nie;67025439;7d7560ac-a20d-4265-a2cd-96915f326c21
otodom;795000;14910;53.32;2;6/6;wtórny;Nie;"Szanowni państwo, serdecznie zapraszam do zapoznania się z ofertą 2-pokojowego mieszkania na Warszawskiej Pradze<br><br><strong>Lokalizacja &amp; Komunikacja:</strong><br><br>- Przystanek autobusowy oraz tramwajowy znajduję się pod mieszkanie,<br>- Galeria Rondo Wiatraczna ok <strong>600 - 700m,<br></strong>- Niedaleko nieruchomości znajduje się także szkoła podstawowa nr 120, oraz przedszkole publiczne nr 124<br>- Niedaleko mieszkania sporo terenów zielonych,<br><br><strong>Mieszkanie &amp; Budynek:</strong><br><br>Lokal usytuowany jest na 6. piętrze w 6-piętrowym budynku.  . Mieszkanie ma powierzchnie użytkową <strong>53.32m², </strong>plus piwnica stanowi <strong>2,8m². </strong>Jest do mieszkanie  z ekspozycją południową. W salonie została zamontowana klimatyzacja. Blok z lat 90-tych z cegły. Czynsz 820 zł. Parking ogólnodostępny. Mieszkanie znajduje się na zamkniętym osiedlu. <br><br><strong>Przybliżony metraż pomieszczeń:</strong><br><br>Pokój dzienny - 31,65m²,<br>Sypialnia - 8,07m²,<br>Łazienka - 3,45m²,<br>Kuchnia - 5,95m²,<br>Korytarz - 5,37m²,<br><br><strong>Stan Prawny:</strong> <br><br>- Pełna własność z KW<br>- Grunt uregulowany<br>- Możliwość zakupy na kredyt<br><br>Zapraszam do kontaktu telefonicznego oraz na prezentacje mieszkania.<br>Jeśli zakup tej nieruchomości wiąże się ze sprzedażą innej - daj mi znać! Chętnie pomogę Ci przejść przez ten proces.<br><br>Daniel Stefaniak<br>Doradca Nieruchomości<br>Tel. 690 420 807";praga-południe;2025-07-22;https://www.otodom.pl/pl/oferta/jasne-2-pokoje-grochow-ID4xnsw;⭐️ Jasne 2 pokoje | Grochów ⭐️;block;1994;820;ready_to_use;full_ownership;miejskie;Nie;67060347;a6807a5b-302f-44d4-a024-14f17093875f
otodom;657000;16889;38.9;2;7/10;wtórny;Nie;"<p><br/>Na sprzedaż oferujemy mieszkanie dwupokojowe o powierzchni 38,90 m2 na ulicy Międzynarodowej z pięknym widokiem  z okien na zieleń /działki /. Mieszkanie do wprowadzenia. Składa się z pokoju z aneksem kuchennym, sypialnia z szafą wnękowa, łazienki, przedpokoju z miejscem na szafę wnękową oraz balkonu. Dodatkowo do mieszkania przynależy piwnica. Budynek ocieplony i odnowiony, klatka czysta, windy nowe, Wokół budynku dużo zieleni. <br/>Saska Kępa to jedna z najbardziej pożądanych lokalizacji w Warszawie &ndash; zielona, spokojna, a jednocześnie tętniąca życiem dzięki licznym kawiarniom, restauracjom i butikowym sklepom. Bliskość Parku Skaryszewskiego, Wisły i licznych tras rowerowych sprawia, że to idealne miejsce dla osób ceniących miejski styl życia w otoczeniu zieleni.</p><p></p><p>Mieszkanie to dobra opcja zarówno inwestycyjna, jak i do zamieszkania.</p><p>Zapraszamy do kontaktu i na prezentację. </p><p> </p>";praga-południe;2025-06-10;https://www.otodom.pl/pl/oferta/saska-kepa-przepiekne-miejsce-do-zamieszkania-ID4vNy3;Saska Kępa przepiękne miejsce do zamieszkania;block;1970;600;ready_to_use;full_ownership;miejskie;Nie;66922307;URB-MS-1073
