source;price;price_per_meter;area;rooms;floor;market_type;furnished;description;district;date;url;title;building_type;year_built;rent;finish_status;ownership;heating;elevator;ad_id;external_id
otodom;480000;22857;21;1;4/5;wtórny;Nie;<p>Do sprzedaży kawalerka z balkonem na Muranowie. Mieszkanie mieści się na 4 piętrze bez windy więc jest idealną inwestycją dla osób młodych.</p><p>Mieszkanie w całości do remontu. Balkon i okna wychodzą na stronę północną.</p><p>Czynsz administracyjny 450 zł.</p><p>Pomocna do przechowywania - przynależna piwnica.</p>;śródmieście;2025-07-13;https://www.otodom.pl/pl/oferta/kawalerka-21m-na-muranowie-do-remontu-ID4xfC4;Kawalerka 21m na Muranowie do remontu.;block;1960;450;to_renovation;full_ownership;miejskie;Nie;67030188;
otodom;609000;21649;28.13;1;3/4;wtórny;Nie;<p>Dzień dobry,</p><p>Oferuję na sprzedaż bezpośrednio mieszkanie o powierzchni 28,13 m² przy ulicy Drawskiej 10 C znajdujące się na 3 piętrze w budynku apartamentowym z ochroną, które znajduje się w sercu warszawskiej dzielnicy Ochota, w prestiżowej części Szczęśliwice. Widok z okna na Park Szczęśliwicki . Ta lokalizacja oferuje doskonałe połączenie miejskiego stylu życia z bliskością natury.</p><p>UWAGA ! Szybki zakup = dodatkowy rabat</p><p>Mieszkanie jest w pełni wyposażone i stanowi doskonałe rozwiązanie w przypadku zakupu na inwestycję pod wynajem.</p><p>Informacje dodatkowe:</p><p>Czynsz ok. 480 zł</p><p>Internet:</p><ul><li>Budynek jest podłączony do światłowodu, co zapewnia możliwość korzystania z szybkiego internetu i telewizji.</li></ul><p>Parking</p><p>Przy osiedlu znajduje się parking naziemny, na którym można wykupić abonament do parkowania. Dodatkowo pod budynkiem znajduje się hala garażowa. Można odkupić od kogoś miejsce postojowe lub wynająć.</p><p>Lokalizacja</p><p>Bezpośrednie sąsiedztwo Parku Szczęśliwickiego zapewnia mieszkańcom dostęp do terenów rekreacyjnych, takich jak ścieżki spacerowe, trasy rowerowe oraz plac zabaw dla dzieci. Park jest idealnym miejscem do aktywnego wypoczynku i relaksu na świeżym powietrzu.​</p><p>Okolica charakteryzuje się rozwiniętą infrastrukturą handlowo-usługową. W pobliżu znajdują się sklepy, restauracje, kawiarnie oraz inne punkty usługowe, co sprawia, że codzienne zakupy i korzystanie z usług są wyjątkowo wygodne.</p><p>Komunikacja:</p><p>Linie autobusowe:</p><p>Linia 208: zapewnia bezpośrednie połączenia z kluczowymi punktami miasta, takimi jak centrum Warszawy, Dworzec Centralny czy inne dzielnice.​</p><p>Kolej:</p><p>WKD/SKM: W odległości około 5 minut spacerem znajduje się przystanek WKD/SKM, umożliwiający szybki dojazd do centrum Warszawy (około 10 minut) oraz na lotnisko (około 20 minut).</p><p>Tramwaje:</p><p>Najbliższe linie tramwajowe kursują wzdłuż ulicy Grójeckiej, oddalonej o około 15 minut spacerem. Stamtąd dostępne są liczne połączenia tramwajowe do różnych części miasta</p><p>Planowane inwestycje:</p><p>Warto również wspomnieć o planowanej budowie nowej linii tramwajowej wzdłuż ulicy Bitwy Warszawskiej 1920 roku, która dodatkowo usprawni komunikację w tej części miasta.</p><p>Forma własności</p><ul><li>Pełna własność z udziałem w gruncie i założoną księgą wieczystą.</li><li>Grunty uregulowane – możliwość zakupu na kredyt hipoteczny.</li></ul><p>Ogłoszenie bezpośrednio od właściciela nieruchomości</p><p>Agencjom dziękuję za ewentualną współpracę ale nie jestem nią zainteresowany więc proszę nie dzwonić</p><p>Zapraszam do kontaktu</p><p></p>;ochota;2025-07-09;https://www.otodom.pl/pl/oferta/kawalerka-lux-przy-parku-szczesliwickim-bezp-szybki-zakup-rabat-ID4xcJn;Kawalerka lux przy Parku Szczęśliwickim bezp.- szybki zakup =rabat;apartment;2007;480;ready_to_use;full_ownership;miejskie;Nie;67019109;
otodom;825000;16975;48.6;2;2/9;wtórny;Nie;<p>Zastanawiasz się nad zakupem mieszkania? Ta nieruchomość ma 2 pokoje (46,6 m2 + 2m2 piwnica) i jest gotowa do zamieszkania. Duży balkon zapewnia dostęp do świeżego powietrza. Wnętrza utrzymane są w jasnych kolorach z wysokiej jakości wykończeniem.</p><p>Mieszkanie znajduje się na 2. piętrze w budynku z cegły z 1966 roku. Posiada odzielną kuchnię i  wyposażenie, w tym pralkę, lodówkę, kuchenkę i piekarnik. Dodatkowe udogodnienia to winda oraz bezpieczne drzwi antywłamaniowe.</p><p>Lokalizacja jest idealna dla osób ceniących dostęp do kultury i rozrywki, z bliskością kin, muzeów, teatrów i parków. W okolicy znajdziesz szkoły, przedszkola, punkty medyczne i sklepy, a komunikacja miejska zapewnia szybki dojazd do centrum.</p><p>- 2 min do przystanku tramwajowego</p><p>- 10 min do Metra Ratusz Arsenał</p><p>- 10 min do Metra Świętokrzyska</p><p>- 15 min na Dworzec Centralny</p><p>- 15 min do Złotych Tarasów</p><p>- 12 min na Stare Miasto</p><p>- 5 min do CH Klif</p><p>- 5 min do Westfield Arkadia</p><p>- 8 min do Hali Mirowskiej</p><p>- 8 min do Hali Gwardii</p><p>- 4 min na Skwer gen. Jana Jura-Gorzechowskiego</p><p>- 8 min do Ogrodu Krasińskich</p><p>Zacznij nowy rozdział w tym atrakcyjnym mieszkaniu. Umów się na prezentację i przekonaj się osobiście!</p>;wola;2025-07-14;https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-balkonem-w-swietnej-lokalizacji-ID4xgdC;Dwupokojowe mieszkanie z balkonem w świetnej lokalizacji;block;1966;560;ready_to_use;full_ownership;miejskie;Nie;67032516;
otodom;1538000;26982;57;3;1/5;wtórny;Nie;<p>Do sprzedania Unikatowy apartament usytuowany na I piętrze w<b> przedwojennej kamienicy</b> zaprojektowanej przez duet wybitnych architektów modernizmu - Bohdana Lacherta i Józefa Szanajcę.</p><p>Apartament zachwyca niepowtarzalnym klimatem . Historyczny charakter i nowoczesna elegancja . Składa się z salonu z aneksem kuchennym , sypialni , 2 pokoju który można dowolnie przeznaczyć .</p><p>Generalny remont i adaptacja przeprowadzone według projektu doświadczonego architekta ,z wyjątkową dbałością o zachowanie przedwojennego charakteru mieszkania w połączeniu z nowoczesnością.</p><p>Elegancki stonowany styl podkreślają wysokiej jakości materiały wykończeniowe oraz doskonale dobrana kolorystyka. Ponadczasowe formy zabudowy ( wykonanej na indywidualne zamówienie ) i mebli oraz otwarta przestrzeń to także idealne tło dla wysokiej jakości sztuki - rzeżb Olgi Prokop-Miśniakiewicz , malarstwa Mai Berezowskiej i grafiki Agaty Przybył. Starannie dobrane dzieła podkreślają indywidualny charakter mieszkania , jego niepowtarzalny, artystyczny klimat.</p><p>Przestronny salon z w pełni wyposażonym aneksem kuchennym , częścią wypoczynkową i balkonem , duża sypialnia , sypialnia dla dziecka/gabinet, łazienka z wanną , wc zaspokoją potrzeby pary lub rodziny. Odrestaurowane zostały oryginalne stare drzwi i dębowy parkiet . Wnętrze utrzymane w ciepłej, jasnej stylistyce to harmonijne połączenie elegancji i funkcjonalności</p><p>Do mieszkania przynależy piwnica .</p><p>Stara Ochota to miejsce wyjątkowe, nieopodal ścisłego centrum miasta, z pobliskimi parkami (Pole Mokotowskie, Park Szczęśliwicki . Park Zachodni ) ,historyczną zabudową i doskonałą komunikacją i infrastrukturą . Tutaj wszystko jest po drodze i pod ręką - szkoły , przedszkola ,uczelnie , sklepy, restauracje ,Dworzec Centralny, Złote Tarasy.</p>;ochota;2025-07-19;https://www.otodom.pl/pl/oferta/nowy-unikatowy-apartament-w-kamienicy-ID4xla2;Nowy , unikatowy apartament w Kamienicy;tenement;1930;500;ready_to_use;full_ownership;miejskie;Nie;67051514;
otodom;779000;16400;47.5;3;parter/4;wtórny;Nie;<p>Serdecznie zapraszam na DZIEŃ OTWARTY we wtorek 22.07.2025r. ,  po wcześniejszym kontakcie telefonicznym.</p><p>W SKRÓCIE:<br/>- ul. Kondratowicza 13 / Bródno<br/>- 3 pokoje z aneksem kuchennym plus garderoba  / 47,5 m2<br/>- Bardzo blisko metra Bródno: 50 m<br/>- Mieszkanie po generalnym remoncie w wysokim standardzie, z pełnym AGD, umeblowane - jeszcze przez nikogo nie użytkowane, gotowe do wprowadzenia.</p><p>SZCZEGÓŁY:<br/>Piękne 3-pokojowe mieszkanie z dużą piwnicą (3m2). Dwie odrębne słoneczne sypialnie, salon z aneksem kuchennym, duża łazienka plus garderoba z lustrzanymi drzwiami.  Mieszkanie ma dostęp do parkingu zamykanego szlabanem wyłącznie dla mieszkańców. Zlokalizowane na parterze w 4-piętrowym budynku z 1968 r. Całość o pow. 47,5m2 z doskonałym rozkładem pomieszczeń.<br/> <br/>Świeżo po całkowitym remoncie, zrealizowanym pod nadzorem doświadczonej projektantki wnętrz,. Zostały wymienione wszystkie instalacje elektryczne (3-fazowa) i hydrauliczne, nowe wylewki, markowy sprzęt AGD i armatura w zabudowie, kuchnia na wymiar. Dostępne od zaraz.<br/> <br/>Mieszkanie znajduje się w bardzo dobrej lokalizacji,bezpośrednio przy linii metra (50 metrów od m. Bródno), linii autobusowej oraz tramwajowej.  Blisko jest do trasy ekspresowej S8. Idealne dla młodego małżeństwa z dziećmi, pary lub na inwestycję pod wynajem.</p><p>Na nieruchomość składają się:<br/>- salon<br/>- pokój 1<br/>- pokój 2<br/>- aneks kuchenny<br/>- łazienka<br/>- garderoba<br/>- piwnica</p><p>KIERUNEK OKIEN: wschód-południe</p><p>DLA INWESTORA: Z uwagi na powierzchnię i świetną lokalizację jest odpowiednie na zakup w celach inwestycyjnych. Wynajem gwarantuje dobrą stopę zwrotu. </p><p>BUDYNEK: W bardzo dobrym stanie.</p><p>MATERIAŁY: Drzwi antywłamaniowe, okna PCV, markowe AGD oraz armatura w zabudowie na wymiar.</p><p>CZYNSZ:  461 zł </p><p>STAN PRAWNY:   Pełna własność (jest Księga Wieczysta) – możliwość wzięcia kredytu (polecam Doradcę Kredytowego, który pomaga skutecznie uzyskać kredytowanie).</p><p>OKOLICA: W pobliżu znajdują się sklepy i punkty usługowe. Bardzo dobrze skomunikowana nieruchomość (autobus, tramwaj, metro, obwodnica Warszawy). Położenie w pobliżu trasy S8 zapewni szybki wyjazd z miasta oraz dojazd do każdej dzielnicy.</p><p>ODLEGŁOŚCI: W pobliżu do dyspozycji pełna infrastruktura-przedszkola, szkoły, przychodnie, apteki, bank, sklepy spożywcze, fitness, korty tenisowe, obiekty sportowe, pływalnia.</p><p>Jeśli poszukujesz mieszkania w dogodnie skomunikowanej i spokojnej części Warszawy, umów się na spotkanie już dziś.</p><p>Nie zwlekaj - zadzwoń!</p><p>Więcej informacji - serdecznie zapraszam do kontaktu:<br/>Paweł Borowski Nieruchomości<br/>Tel.: 663 322 855<br/>e-mail: </p><p>Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego.</p>;targówek;2025-06-06;https://www.otodom.pl/pl/oferta/garderoba-po-remoncie-metro-50m-ID4vJxH;Garderoba | Po Remoncie | Metro 50m;block;1968;461;ready_to_use;full_ownership;miejskie;Nie;66906909;ms47-1
otodom;999000;16622;60.1;3;parter/2;wtórny;Nie;<p>Serdecznie zapraszam na DZIEŃ OTWARTY w czwartek 24/07/2025 r., po wcześniejszym kontakcie telefonicznym.</p><p>W SKRÓCIE:<br/>- ul. Górczewska 166 / Bemowo.<br/>- 3 pokoje z wnęką kuchenną/ 60,1m2 powierzchnia + duży taras 6m2.<br/>- Budynek wybudowany w 1996 roku z pustaka.<br/>- Niski czynsz-kameralny budynek.<br/>- Mieszkanie po remoncie.<br/>- Piwnica 7,3m2.</p><p>SZCZEGÓŁY:<br/>Piękne 3-pokojowe mieszkanie z tarasem 6m2 i duża piwnicą w kameralnym budynku z sześcioma mieszkaniami(dwa na piętrze).Dwie odrębne słoneczne sypialnie, salon z wnęką kuchenną. Zlokalizowane na parterze w dwupiętrowym budynku przystosowanym dla osób niepełnosprawnych. Całość o pow. 60,1m2 z doskonałym rozkładem pomieszczeń.<br/>Po całkowitym remoncie, zostały wymienione wszystkie instalacje elektryczne i hydrauliczne, nowe wylewki, nowa podłoga, wyposażone w AGD. Do mieszkania przynależy duża piwnica 7,3m2. Dostępne od zaraz. Mieszkanie znajduje się w bardzo dobrej lokalizacji  blisko metra, linii autobusowej oraz linii tramwajowej  . Blisko jest do trasy ekspresowej S8, autostrady A2. Idealne dla młodego małżeństwa z dziećmi, pary lub na inwestycję pod wynajem.</p><p>Na nieruchomość składają się:<br/>- salon<br/>- pokój 1<br/>- pokój 2<br/>- aneks kuchenny<br/>- łazienka<br/>- balkon<br/>- piwnica</p><p>KIERUNEK OKIEN: wschód-północ-zachód</p><p>DLA INWESTORA: Z uwagi na powierzchnię i świetną lokalizację jest odpowiednie na zakup w celach inwestycyjnych. Wynajem gwarantuje dobrą stopę zwrotu. </p><p>BUDYNEK: W bardzo dobrym stanie.</p><p>MATERIAŁY: Drzwi antywłamaniowe, okna drewniane i na podłodze panele winylowe.</p><p>CZYNSZ:  590 zł </p><p>STAN PRAWNY:   Pełna własność (jest Księga Wieczysta) – możliwość wzięcia kredytu (polecam Doradcę Kredytowego, który pomaga skutecznie uzyskać kredytowanie).</p><p>OKOLICA: W pobliżu znajdują się sklepy i punkty usługowe. Bardzo dobrze skomunikowana nieruchomość (autobus, tramwaj, metro, obwodnica Warszawy). ). Położenie w pobliżu trasy S8 i A2 zapewni szybki wyjazd z miasta oraz dojazd do każdej dzielnicy.</p><p>ODLEGŁOŚCI: W pobliżu do dyspozycji pełna infrastruktura-przedszkola, szkoły, przychodnie, apteki, bank, sklepy spożywcze, fitness, korty tenisowe, obiekty sportowe, pływalnia.</p><p>Jeśli poszukujesz mieszkania w dogodnie skomunikowanej i spokojnej części Warszawy, umów się na spotkanie już dziś.</p><p>Nie zwlekaj - zadzwoń!</p><p>Więcej informacji - serdecznie zapraszam do kontaktu:<br/>Paweł Borowski Nieruchomości<br/>Tel.: 663 322 855<br/>e-mail: </p><p>Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego.</p>;bemowo;2025-05-28;https://www.otodom.pl/pl/oferta/kameralny-budynek-blisko-metra-niski-czynsz-ID4vAyB;Kameralny budynek | Blisko Metra | Niski czynsz;block;1996;590;ready_to_use;full_ownership;gazowe;Nie;66872369;ms49
otodom;699000;13994;49.95;2;1/8;wtórny;Nie;"<p>Doskonała lokalizacja przy ulicy Czumy, nieopodal Górczewskiej - blisko do stacji metro M2 (500 metrów obecnie, w budowie stacja naprzeciwko bloku; 15 minut metrem do Centrum Warszawy), przystanków tramwajowych i autobusowych (150 m).</p><p>Dobry dojazd (blisko) do trasy S8 a nią do autostrady A2.</p><p>Jednocześnie blok zacisznie położony w otoczeniu zieleni, bardzo blisko do parku Górczewska. Pod dość dużym balkonem teren zielony przynależny do mieszkania.</p><p>Okna na północ i południe. Mieszkanie jasne.</p><p>Blisko do sklepów - po drugiej stronie ulicy Górczewskiej jest centrum handlowe, w pobliżu piekarnia, markety, apteka.</p><p>W pobliżu szkoły i przedszkola.</p><p>Niedaleko do ratusza Warszawa-Bemowo (600 m).</p><p>Na klatce schodowej tylko 2 mieszkania, dużo miejsca z uwagi na obecność windy. Jest przestronny wiatrołap.</p><p>Mieszkanie do odnowienia lub remontu, ale również można od razu zamieszkać - w zależności od wymagań nowego lokatora. Na podłodze panele, okna drewniane i plastikowe. Komórka lokatorska (2,45 m2) w piwnicy do dyspozycji.</p><p>Czynsz ok 850 zł przy jednej osobie.</p><p>Sprzedaż bezpośrednia.</p><p>Kontakt po godzinie 17.</p>";bemowo;2025-06-19;https://www.otodom.pl/pl/oferta/warszawa-bemowo-jelonki-polnocne-ul-czumy-50-m-ID4vWAm;Warszawa, Bemowo, Jelonki Północne, ul. Czumy 50 m²;block;1978;850;to_renovation;limited_ownership;miejskie;Nie;66953202;
otodom;854000;14982;57;2;6/7;wtórny;Nie;<p>Na sprzedaż wyjątkowe, jasne mieszkanie o powierzchni 57 m² z balkonem 6 m², położone na 6. piętrze (z 7) w budynku z 2003 roku, przy ul. Handlowej – zaledwie kilka minut spacerem od stacji metra Trocka.</p><p><b> Mieszkanie:</b></p><ul><li><b>Powierzchnia całkowita</b>: 57 m²</li><li><b>Balkon</b>: 6 m², z zapierającym dech widokiem na park, stadion i panoramę centrum Warszawy</li><li><b>Układ pomieszczeń</b>:</li></ul><p>Salon (ok. 16 m²) połączony z kuchnią (ok. 10 m²)</p><p>Sypialnia (ok. 12 m²)</p><p>Łazienka (ok. 8 m²)</p><p>Hol (ok. 7 m²)</p><ul><li>Ekspozycja zachodnia – <b>mieszkanie bardzo widne</b>, idealne dla miłośników zachodów słońca</li><li>Lokal <b>własnościowy</b>, grunty <b>uregulowane</b>, <b>brak zadłużeń</b></li><li>Możliwość <b>wprowadzenia się od razu</b> – stan do remontu, odświeżenia lub indywidualnej aranżacji według preferencji</li></ul><p><b>Budynek:</b></p><ul><li>2003 rok budowy</li><li>Dwie nowoczesne windy</li><li>Wejście zarówno od ulicy, jak i od spokojnego, zielonego patio</li><li><b>7 pięter</b> – mieszkanie znajduje się na 6. piętrze, nad nim ogród na dachu</li><li>Na parterze znajdują się lokale usługowe, w tym <b>kawiarnia i fryzjer</b></li></ul><p><b> Parkowanie:</b></p><ul><li><b><u>Miejsce parkingowe na osiedlu za bramą na pilota przynależne</u></b></li></ul><p><b>Lokalizacja:</b></p><ul><li><b>Ulica Handlowa</b>, Targówek Mieszkaniowy – świetna komunikacja i infrastruktura</li><li><b>Metro Trocka</b> – 5 minut pieszo</li><li>Blisko sklepy, usługi, park, ścieżki rowerowe i placówki edukacyjne</li><li>Spokojne, zielone otoczenie z miejskim klimatem</li></ul><p><b>Zainteresowanych zapraszam do kontaktu – chętnie pokażę mieszkanie i odpowiem na pytania. </b></p><p><b>*Agencje zapraszam z klientem, nie podpisuję umowy na wyłączność.</b></p>;targówek;2025-06-19;https://www.otodom.pl/pl/oferta/m-2-pok-57-m-parking-widok-na-park-metro-targowek-mieszkaniowy-ID4vWAk;M. 2-pok. 57 m², parking, widok na park, Metro, Targówek Mieszkaniowy;block;2003;;ready_to_use;full_ownership;miejskie;Nie;66953200;
otodom;699000;13706;51;3;6/10;wtórny;Nie;"3 Pokoje sprzedaż Bielany | Sprzedaż Mieszkania Bielany | Warszawa Bielany | Mieszkanie z Balkonem | Mieszkanie Do Wejścia<br><br>Prezentujemy rozkładowe, 3 pokojowe mieszkanie na Bielanach przy ul. Jana Kochanowskiego w solidnym budownictwie lat sześćdziesiątych. Osiedle otoczone zielenią, blisko komunikacji i sklepów. <br><br>*** Możliwy rodzinny  kredyt BGK - 100% finansowania, bezpieczny kredyt 2%***  Pomożemy z finansowaniem.<br><br>Opis Oferty:<br>• 3 pokoje w pełnym rozkładzie <br>• Widna, oddzielna kuchnia<br>• Ciche<br>• Słoneczne<br>• Piętro 6/10, winda<br>• Balkon<br>• Do lekkiego odświeżenia<br>• piwnica<br>• Możliwość pozostawienia wyposażenia - kuchnia<br>• Księga Wieczysta<br>• Idealne dla rodziny, pary, zarówno do mieszkania jak i pod wynajem<br>Okolica:<br>• Tramwaj blisko osiedla<br>• Blisko przystanki autobusowe<br>• Liczne sklepy w bliskiej okolicy<br>• Szkoły, przedszkola, żłobki<br>• Cicho i Zielono <br>Zadzwoń i umów się na prezentację<br><br>* Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego.<br/>
<br/>
*Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego";bielany;2025-06-06;https://www.otodom.pl/pl/oferta/3-pokoje-rozklad-bielany-ID4vKoO;3 pokoje rozkład  Bielany;apartment;1963;700;;limited_ownership;miejskie;Nie;66910202;00cae3de-66c9-4158-8184-dd6c817cb967
otodom;795000;14907;53.33;2;parter/2;wtórny;Nie;"Jeśli szukasz pierwszego mieszkania lub mieszkania pod inwestycję w świetnej lokalizacji – ta oferta jest właśnie dla Ciebie! Oferujemy dwupokojowe mieszkanie o powierzchni 53,33 m², zlokalizowane na parterze inwestycji położonej przy <strong>ul. Czapelskiej 28A – przy Rondo Wiatraczna</strong> na warszawskim Grochowie.<br><br><u>Podstawowe informacje:</u><br><ul><li>Powierzchnia: <strong>53,33 m²</strong><br></li><li>Liczba pokoi: <strong>2</strong></li><li>Piętro: parter (0/2)<br></li><li>Układ: salon, kuchnia z jadalnią, sypialnia, łazienka, hol<br></li><li>Loggia: 8 m²<br></li><li>Stan: do zamieszkania<br></li><li>Miejsce postojowe: jedno miejsce w garażu podziemnym płatne dodatkowo 45 000 zł<br><br></li></ul><u>Okolica – sklepy i usługi:</u><br><ul><li>Lidl – ok. 450 m (5 minut pieszo)<br></li><li>Bazar Wiatraczna – ok. 300 m<br></li><li>Żabka – ok. 250 m<br></li><li>Costa Coffee – ok. 350 m<br></li><li>W promieniu 500 m dostępne są apteki, drogerie, piekarnie, punkty usługowe oraz przychodnia.<br></li></ul><br><u>Komunikacja:</u><br><ul><li>Przystanek autobusowy Dwernickiego – ok. 120 m (linie m.in. 141, 143, 148, 188, 523, nocne)<br></li><li>Przystanek tramwajowy Czapelska – ok. 250 m (linie m.in. 6, 9, 24)<br></li><li><strong>Rondo Wiatraczna</strong> – ok. 300 m, duży węzeł komunikacyjny z licznymi liniami autobusowymi i tramwajowymi.</li></ul><br><u>Lokalizacja:</u><br><ul><li>Dobra dostępność komunikacyjna – dojazd do centrum zajmuje ok. 15–20 minut</li><li>Bliskość terenów zielonych – Park Obwodu Praga AK, skwery i osiedlowe zieleńce<br></li><li>W pobliżu szkoły, przedszkola, przychodnie oraz punkty handlowe i usługowe.<br></li></ul><br><br>Zapraszamy do kontaktu i umówienia się na spotkanie – być może to właśnie miejsce, którego szukasz!<br><br/>
<br/>
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()<br/>
<br/>";praga-południe;2025-07-19;https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-przy-rondo-wiatraczna-ID4xlfT;2 pok. mieszkanie przy Rondo Wiatraczna;block;2007;1200;ready_to_use;full_ownership;gazowe;Nie;67051877;2266686e-5a06-4ef7-bd27-8e2153a547c0
